Date,Division,CPI Division,Daily Change (%)
2024-07-25,FOOD AND NON-ALCOHOLIC BEVERAGES,99.3979,0.0531
2024-07-25,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2513,0.0
2024-07-25,HEALTH,98.0543,0.0
2024-07-25,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2622,-0.0004
2024-07-25,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-07-25,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",104.0218,0.6766
2024-07-25,"RECREATION, SPORT AND CULTURE",94.766,0.0
2024-07-25,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-07-25,TRANSPORT,100.9164,0.0
2024-07-26,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.5423,0.036
2024-07-26,CLOTHING AND FOOTWEAR,108.8238,0.0
2024-07-26,EDUCATION SERVICES,98.9399,0.0
2024-07-26,FOOD AND NON-ALCOHOLIC BEVERAGES,99.3979,0.0
2024-07-26,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2513,0.0
2024-07-26,HEALTH,98.0543,0.0
2024-07-26,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2593,-0.003
2024-07-26,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-07-26,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",104.0218,0.0
2024-07-26,"RECREATION, SPORT AND CULTURE",93.4089,-1.4321
2024-07-26,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-07-26,TRANSPORT,101.5589,0.6366
2024-07-27,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.5423,0.0
2024-07-27,CLOTHING AND FOOTWEAR,108.8238,0.0
2024-07-27,EDUCATION SERVICES,98.9399,0.0
2024-07-27,FOOD AND NON-ALCOHOLIC BEVERAGES,99.3979,0.0
2024-07-27,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2513,0.0
2024-07-27,HEALTH,98.0543,0.0
2024-07-27,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2593,0.0
2024-07-27,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-07-27,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",104.0218,0.0
2024-07-27,"RECREATION, SPORT AND CULTURE",92.0518,-1.4529
2024-07-27,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-07-27,TRANSPORT,101.5589,0.0
2024-07-28,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.5423,0.0
2024-07-28,CLOTHING AND FOOTWEAR,108.8238,0.0
2024-07-28,EDUCATION SERVICES,98.9399,0.0
2024-07-28,FOOD AND NON-ALCOHOLIC BEVERAGES,99.3979,0.0
2024-07-28,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2513,0.0
2024-07-28,HEALTH,98.0543,0.0
2024-07-28,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2593,0.0
2024-07-28,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-07-28,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",104.0218,0.0
2024-07-28,"RECREATION, SPORT AND CULTURE",92.0518,0.0
2024-07-28,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-07-28,TRANSPORT,101.5589,0.0
2024-07-29,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.5423,0.0
2024-07-29,CLOTHING AND FOOTWEAR,109.4583,0.583
2024-07-29,EDUCATION SERVICES,98.9399,0.0
2024-07-29,FOOD AND NON-ALCOHOLIC BEVERAGES,99.3979,0.0
2024-07-29,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2513,0.0
2024-07-29,HEALTH,98.0543,0.0
2024-07-29,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2586,-0.0007
2024-07-29,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-07-29,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",103.5444,-0.459
2024-07-29,"RECREATION, SPORT AND CULTURE",92.0518,0.0
2024-07-29,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-07-29,TRANSPORT,101.591,0.0316
2024-07-30,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.5423,0.0
2024-07-30,CLOTHING AND FOOTWEAR,109.4583,0.0
2024-07-30,EDUCATION SERVICES,98.9399,0.0
2024-07-30,FOOD AND NON-ALCOHOLIC BEVERAGES,99.399,0.0012
2024-07-30,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2513,0.0
2024-07-30,HEALTH,98.0543,0.0
2024-07-30,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2586,0.0
2024-07-30,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-07-30,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",103.5444,0.0
2024-07-30,"RECREATION, SPORT AND CULTURE",92.0518,0.0
2024-07-30,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-07-30,TRANSPORT,101.591,0.0
2024-07-31,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.5423,0.0
2024-07-31,CLOTHING AND FOOTWEAR,109.4583,0.0
2024-07-31,EDUCATION SERVICES,98.9399,0.0
2024-07-31,FOOD AND NON-ALCOHOLIC BEVERAGES,99.399,0.0
2024-07-31,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2515,0.0002
2024-07-31,HEALTH,98.0543,0.0
2024-07-31,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2586,0.0
2024-07-31,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-07-31,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",103.5444,0.0
2024-07-31,"RECREATION, SPORT AND CULTURE",92.0518,0.0
2024-07-31,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-07-31,TRANSPORT,101.5911,0.0001
2024-08-01,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.4728,-0.072
2024-08-01,CLOTHING AND FOOTWEAR,108.8238,-0.5796
2024-08-01,EDUCATION SERVICES,98.9399,0.0
2024-08-01,FOOD AND NON-ALCOHOLIC BEVERAGES,99.1268,-0.2739
2024-08-01,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2513,-0.0002
2024-08-01,HEALTH,98.0543,0.0
2024-08-01,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2526,-0.0062
2024-08-01,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-01,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",103.6006,0.0543
2024-08-01,"RECREATION, SPORT AND CULTURE",92.0518,0.0
2024-08-01,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-01,TRANSPORT,101.4047,-0.1835
2024-08-02,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.438,-0.036
2024-08-02,CLOTHING AND FOOTWEAR,108.8238,0.0
2024-08-02,EDUCATION SERVICES,98.9399,0.0
2024-08-02,FOOD AND NON-ALCOHOLIC BEVERAGES,99.3324,0.2075
2024-08-02,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2915,0.0413
2024-08-02,HEALTH,98.3361,0.2874
2024-08-02,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2401,-0.0128
2024-08-02,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-02,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",103.6006,0.0
2024-08-02,"RECREATION, SPORT AND CULTURE",92.0518,0.0
2024-08-02,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-02,TRANSPORT,101.4047,0.0
2024-08-03,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.6465,0.2162
2024-08-03,CLOTHING AND FOOTWEAR,108.8238,0.0
2024-08-03,EDUCATION SERVICES,98.9399,0.0
2024-08-03,FOOD AND NON-ALCOHOLIC BEVERAGES,99.3324,0.0
2024-08-03,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2915,0.0
2024-08-03,HEALTH,98.3361,0.0
2024-08-03,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2364,-0.0038
2024-08-03,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-03,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",103.6006,0.0
2024-08-03,"RECREATION, SPORT AND CULTURE",92.0518,0.0
2024-08-03,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-03,TRANSPORT,101.4047,0.0
2024-08-04,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.6465,0.0
2024-08-04,CLOTHING AND FOOTWEAR,108.8238,0.0
2024-08-04,EDUCATION SERVICES,98.9399,0.0
2024-08-04,FOOD AND NON-ALCOHOLIC BEVERAGES,99.3324,0.0
2024-08-04,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2915,0.0
2024-08-04,HEALTH,98.3361,0.0
2024-08-04,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2361,-0.0003
2024-08-04,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-04,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",103.6006,0.0
2024-08-04,"RECREATION, SPORT AND CULTURE",92.0518,0.0
2024-08-04,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-04,TRANSPORT,101.4047,0.0
2024-08-05,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.6465,0.0
2024-08-05,CLOTHING AND FOOTWEAR,108.8238,0.0
2024-08-05,EDUCATION SERVICES,98.9399,0.0
2024-08-05,FOOD AND NON-ALCOHOLIC BEVERAGES,99.386,0.054
2024-08-05,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2915,0.0
2024-08-05,HEALTH,98.3361,0.0
2024-08-05,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2347,-0.0015
2024-08-05,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-05,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",103.6006,0.0
2024-08-05,"RECREATION, SPORT AND CULTURE",92.0518,0.0
2024-08-05,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-05,TRANSPORT,101.4046,-0.0001
2024-08-06,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.6813,0.036
2024-08-06,CLOTHING AND FOOTWEAR,108.8238,0.0
2024-08-06,EDUCATION SERVICES,98.9399,0.0
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,99.386,0.0
2024-08-06,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2915,0.0
2024-08-06,HEALTH,98.3091,-0.0275
2024-08-06,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2339,-0.0008
2024-08-06,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-06,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",103.6006,0.0
2024-08-06,"RECREATION, SPORT AND CULTURE",92.0518,0.0
2024-08-06,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-06,TRANSPORT,101.4046,0.0
2024-08-07,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.6465,-0.0359
2024-08-07,CLOTHING AND FOOTWEAR,108.8238,0.0
2024-08-07,EDUCATION SERVICES,98.9399,0.0
2024-08-07,FOOD AND NON-ALCOHOLIC BEVERAGES,99.386,0.0
2024-08-07,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.1972,-0.0969
2024-08-07,HEALTH,98.3091,0.0
2024-08-07,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2329,-0.001
2024-08-07,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-07,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",103.6006,0.0
2024-08-07,"RECREATION, SPORT AND CULTURE",93.1656,1.21
2024-08-07,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-07,TRANSPORT,101.4046,0.0
2024-08-08,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.6465,0.0
2024-08-08,CLOTHING AND FOOTWEAR,108.8238,0.0
2024-08-08,EDUCATION SERVICES,98.9399,0.0
2024-08-08,FOOD AND NON-ALCOHOLIC BEVERAGES,99.4643,0.0787
2024-08-08,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.1853,-0.0122
2024-08-08,HEALTH,98.3091,0.0
2024-08-08,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2313,-0.0017
2024-08-08,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-08,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",103.6006,0.0
2024-08-08,"RECREATION, SPORT AND CULTURE",93.1801,0.0156
2024-08-08,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-08,TRANSPORT,101.4046,0.0
2024-08-09,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",100.9289,4.4309
2024-08-09,CLOTHING AND FOOTWEAR,107.6808,-1.0503
2024-08-09,EDUCATION SERVICES,98.9399,0.0
2024-08-09,FOOD AND NON-ALCOHOLIC BEVERAGES,99.4389,-0.0255
2024-08-09,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2393,0.0556
2024-08-09,HEALTH,98.3091,0.0
2024-08-09,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2302,-0.0011
2024-08-09,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-09,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",104.1792,0.5585
2024-08-09,"RECREATION, SPORT AND CULTURE",93.2383,0.0624
2024-08-09,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-09,TRANSPORT,101.4052,0.0006
2024-08-10,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.6465,-4.2429
2024-08-10,CLOTHING AND FOOTWEAR,107.6808,0.0
2024-08-10,EDUCATION SERVICES,98.9399,0.0
2024-08-10,FOOD AND NON-ALCOHOLIC BEVERAGES,99.7775,0.3405
2024-08-10,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2393,0.0
2024-08-10,HEALTH,98.3091,0.0
2024-08-10,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.229,-0.0012
2024-08-10,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-10,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",103.6006,-0.5554
2024-08-10,"RECREATION, SPORT AND CULTURE",93.2383,0.0
2024-08-10,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-10,TRANSPORT,101.405,-0.0002
2024-08-11,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.6465,0.0
2024-08-11,CLOTHING AND FOOTWEAR,107.6808,0.0
2024-08-11,EDUCATION SERVICES,98.9399,0.0
2024-08-11,FOOD AND NON-ALCOHOLIC BEVERAGES,99.7775,0.0
2024-08-11,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2393,0.0
2024-08-11,HEALTH,98.3091,0.0
2024-08-11,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2285,-0.0006
2024-08-11,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-11,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",103.6006,0.0
2024-08-11,"RECREATION, SPORT AND CULTURE",93.2383,0.0
2024-08-11,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-11,TRANSPORT,101.405,0.0
2024-08-12,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.6465,0.0
2024-08-12,CLOTHING AND FOOTWEAR,107.6808,0.0
2024-08-12,EDUCATION SERVICES,98.9399,0.0
2024-08-12,FOOD AND NON-ALCOHOLIC BEVERAGES,99.7775,0.0
2024-08-12,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2401,0.0008
2024-08-12,HEALTH,98.3091,0.0
2024-08-12,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2285,0.0
2024-08-12,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-12,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",103.6006,0.0
2024-08-12,"RECREATION, SPORT AND CULTURE",93.2383,0.0
2024-08-12,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-12,TRANSPORT,101.405,0.0
2024-08-13,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.6465,0.0
2024-08-13,CLOTHING AND FOOTWEAR,107.6808,0.0
2024-08-13,EDUCATION SERVICES,99.3253,0.3896
2024-08-13,FOOD AND NON-ALCOHOLIC BEVERAGES,99.7775,0.0
2024-08-13,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2813,0.0423
2024-08-13,HEALTH,98.3091,0.0
2024-08-13,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2245,-0.0041
2024-08-13,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-13,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",103.6006,0.0
2024-08-13,"RECREATION, SPORT AND CULTURE",93.2383,0.0
2024-08-13,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-13,TRANSPORT,101.405,0.0
2024-08-14,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.7508,0.1079
2024-08-14,CLOTHING AND FOOTWEAR,109.4635,1.6556
2024-08-14,EDUCATION SERVICES,99.3253,0.0
2024-08-14,FOOD AND NON-ALCOHOLIC BEVERAGES,99.1858,-0.593
2024-08-14,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.2833,0.0021
2024-08-14,HEALTH,98.3091,0.0
2024-08-14,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2226,-0.0019
2024-08-14,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-14,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",101.9607,-1.5829
2024-08-14,"RECREATION, SPORT AND CULTURE",93.2383,0.0
2024-08-14,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-14,TRANSPORT,101.405,0.0
2024-08-15,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.7855,0.0359
2024-08-15,CLOTHING AND FOOTWEAR,109.4635,0.0
2024-08-15,EDUCATION SERVICES,99.3253,0.0
2024-08-15,FOOD AND NON-ALCOHOLIC BEVERAGES,99.1858,0.0
2024-08-15,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.4191,0.1396
2024-08-15,HEALTH,98.3091,0.0
2024-08-15,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2167,-0.0061
2024-08-15,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-15,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",101.9607,0.0
2024-08-15,"RECREATION, SPORT AND CULTURE",93.2383,0.0
2024-08-15,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-15,TRANSPORT,101.405,0.0
2024-08-16,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.716,-0.0718
2024-08-16,CLOTHING AND FOOTWEAR,109.4635,0.0
2024-08-16,EDUCATION SERVICES,99.3253,0.0
2024-08-16,FOOD AND NON-ALCOHOLIC BEVERAGES,99.1858,0.0
2024-08-16,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.4191,0.0
2024-08-16,HEALTH,98.3091,0.0
2024-08-16,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2159,-0.0008
2024-08-16,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-16,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",101.9607,0.0
2024-08-16,"RECREATION, SPORT AND CULTURE",93.2383,0.0
2024-08-16,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-16,TRANSPORT,101.405,0.0
2024-08-17,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.8203,0.1078
2024-08-17,CLOTHING AND FOOTWEAR,109.4635,0.0
2024-08-17,EDUCATION SERVICES,99.3253,0.0
2024-08-17,FOOD AND NON-ALCOHOLIC BEVERAGES,99.1858,0.0
2024-08-17,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.815,0.4064
2024-08-17,HEALTH,98.3091,0.0
2024-08-17,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2149,-0.001
2024-08-17,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-17,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",101.9607,0.0
2024-08-17,"RECREATION, SPORT AND CULTURE",93.2383,0.0
2024-08-17,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-17,TRANSPORT,101.405,0.0
2024-08-18,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.8203,0.0
2024-08-18,CLOTHING AND FOOTWEAR,109.4635,0.0
2024-08-18,EDUCATION SERVICES,99.3253,0.0
2024-08-18,FOOD AND NON-ALCOHOLIC BEVERAGES,99.1858,0.0
2024-08-18,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.815,0.0
2024-08-18,HEALTH,98.3091,0.0
2024-08-18,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2144,-0.0005
2024-08-18,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-18,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",101.9607,0.0
2024-08-18,"RECREATION, SPORT AND CULTURE",93.2383,0.0
2024-08-18,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-18,TRANSPORT,101.405,0.0
2024-08-19,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.8203,0.0
2024-08-19,CLOTHING AND FOOTWEAR,109.4635,0.0
2024-08-19,EDUCATION SERVICES,99.3253,0.0
2024-08-19,FOOD AND NON-ALCOHOLIC BEVERAGES,99.1858,0.0
2024-08-19,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.4379,-0.3856
2024-08-19,HEALTH,98.3091,0.0
2024-08-19,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2136,-0.0009
2024-08-19,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-19,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",101.9607,0.0
2024-08-19,"RECREATION, SPORT AND CULTURE",93.2383,0.0
2024-08-19,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-19,TRANSPORT,101.4049,-0.0001
2024-08-20,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.8898,0.0718
2024-08-20,CLOTHING AND FOOTWEAR,109.4635,0.0
2024-08-20,EDUCATION SERVICES,99.3253,0.0
2024-08-20,FOOD AND NON-ALCOHOLIC BEVERAGES,98.7961,-0.3929
2024-08-20,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5218,0.0861
2024-08-20,HEALTH,98.3091,0.0
2024-08-20,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2123,-0.0013
2024-08-20,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-20,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",101.9267,-0.0333
2024-08-20,"RECREATION, SPORT AND CULTURE",93.2383,0.0
2024-08-20,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-20,TRANSPORT,101.4049,0.0
2024-08-21,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.9593,0.0717
2024-08-21,CLOTHING AND FOOTWEAR,109.4635,0.0
2024-08-21,EDUCATION SERVICES,99.3253,0.0
2024-08-21,FOOD AND NON-ALCOHOLIC BEVERAGES,98.7961,0.0
2024-08-21,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.6559,0.1375
2024-08-21,HEALTH,98.3091,0.0
2024-08-21,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.2102,-0.0022
2024-08-21,INFORMATION AND COMMUNICATION,95.2753,0.0
2024-08-21,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",101.9267,0.0
2024-08-21,"RECREATION, SPORT AND CULTURE",93.2383,0.0
2024-08-21,RESTAURANTS AND ACCOMODATION SERVICES,94.1865,0.0
2024-08-21,TRANSPORT,101.4049,0.0
2024-08-22,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.9941,0.0358
2024-08-22,CLOTHING AND FOOTWEAR,109.4635,0.0
2024-08-22,EDUCATION SERVICES,99.3253,0.0
2024-08-22,FOOD AND NON-ALCOHOLIC BEVERAGES,98.8255,0.0298
2024-08-22,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.7031,0.0484
2024-08-22,HEALTH,98.3091,0.0
